pickup_location,drop_location,pickup_hour,weekday,is_weekend,season,trip_distance_km,traffic_level,passenger_count,surge_multiplier
Upper West Side,East Harlem,7,Friday,0,Spring,0.85,Medium,5,1.3
Inwood,Upper West Side,22,Friday,0,Spring,7.35,Low,2,1.0
Midwood,Far Rockaway,2,Friday,0,Spring,1.45,Low,5,1.0
Inwood,Bedford-Stuyvesant,22,Tuesday,0,Spring,5.36,Low,2,1.0
Park Slope,Chinatown,14,Saturday,1,Winter,3.47,Low,1,1.0
East Harlem,Park Slope,8,Monday,0,Summer,0.83,High,3,1.8
East Harlem,Harlem,9,Tuesday,0,Spring,4.3,High,1,1.8
Gravesend,South Beach,10,Wednesday,0,Winter,1.68,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,21,Saturday,1,Spring,4.73,Low,1,1.0
Clinton Hill,Upper West Side,7,Monday,0,Spring,1.12,Medium,1,1.3
Edgemere,Great Kills,4,Wednesday,0,Summer,5.45,Low,3,1.0
Upper West Side,Upper West Side,16,Wednesday,0,Summer,2.04,Medium,1,1.3
East Harlem,Chinatown,8,Tuesday,0,Winter,2.13,High,1,1.8
Hell's Kitchen,Williamsburg,11,Saturday,1,Spring,3.11,Low,1,1.0
Upper West Side,West Village,13,Saturday,1,Summer,3.27,Low,1,1.0
Bedford-Stuyvesant,East Harlem,16,Wednesday,0,Summer,2.63,Medium,1,1.3
Midtown,Williamsburg,17,Monday,0,Spring,2.8,High,1,1.8
Upper West Side,Upper West Side,19,Wednesday,0,Spring,1.91,High,1,1.8
East Harlem,Midtown,6,Tuesday,0,Spring,5.28,Low,1,1.0
Harlem,Harlem,20,Tuesday,0,Winter,6.46,Medium,1,1.3
Upper West Side,Upper West Side,14,Thursday,0,Spring,1.2,Low,1,1.0
Midtown,Long Island City,22,Monday,0,Summer,1.43,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,14,Saturday,1,Summer,0.79,Low,1,1.0
Bedford-Stuyvesant,Harlem,22,Thursday,0,Winter,2.01,Low,1,1.0
Murray Hill,Upper West Side,20,Wednesday,0,Winter,0.62,Medium,1,1.3
Midtown,Upper West Side,13,Saturday,1,Winter,5.1,Low,1,1.0
East Harlem,Harlem,12,Monday,0,Winter,3.83,Low,1,1.0
Upper West Side,Williamsburg,8,Saturday,1,Summer,4.23,High,1,1.8
Eltingville,Tottenville,17,Wednesday,0,Spring,24.24,High,1,1.8
Rockaway Beach,Sheepshead Bay,6,Tuesday,0,Spring,1.79,Low,5,1.0
Hell's Kitchen,Bedford-Stuyvesant,21,Sunday,1,Winter,4.17,Low,1,1.0
Fort Greene,Upper West Side,8,Wednesday,0,Spring,4.63,High,1,1.8
Upper West Side,Clinton Hill,7,Wednesday,0,Summer,2.58,Medium,5,1.3
Williamsburg,Upper West Side,15,Saturday,1,Winter,0.73,Low,4,1.0
Park Slope,East Harlem,21,Saturday,1,Winter,1.25,Low,2,1.0
Fort Greene,Inwood,2,Sunday,1,Spring,5.3,Low,1,1.0
Far Rockaway,Borough Park,11,Sunday,1,Spring,5.84,Low,5,1.0
Harlem,Hell's Kitchen,19,Monday,0,Winter,1.22,High,1,1.8
West Village,Bedford-Stuyvesant,14,Wednesday,0,Winter,1.2,Low,1,1.0
Inwood,Harlem,22,Monday,0,Spring,1.47,Low,5,1.0
East Harlem,Upper West Side,20,Thursday,0,Spring,0.52,Medium,1,1.3
Midwood,Flatlands,9,Sunday,1,Spring,2.75,High,1,1.8
Flatlands,Midwood,16,Tuesday,0,Winter,1.76,Medium,1,1.3
East Harlem,Upper West Side,18,Thursday,0,Winter,2.75,High,2,1.8
Murray Hill,Williamsburg,22,Tuesday,0,Winter,5.44,Low,1,1.0
Bedford-Stuyvesant,Crown Heights,10,Wednesday,0,Spring,1.25,Medium,1,1.3
South Slope,East Harlem,15,Wednesday,0,Spring,1.04,Low,2,1.0
Hell's Kitchen,East Harlem,11,Monday,0,Spring,3.15,Low,1,1.0
Hell's Kitchen,Murray Hill,19,Friday,0,Spring,0.97,High,2,1.8
East Harlem,Crown Heights,0,Friday,0,Winter,3.42,Low,5,1.0
Rockaway Beach,Dyker Heights,9,Monday,0,Summer,4.44,High,1,1.8
Kensington,Bedford-Stuyvesant,18,Saturday,1,Spring,6.66,High,1,1.8
West Village,Crown Heights,22,Wednesday,0,Spring,5.01,Low,1,1.0
Fort Greene,Bedford-Stuyvesant,0,Saturday,1,Winter,3.0,Low,6,1.0
Sheepshead Bay,"Bay Terrace, Staten Island",7,Saturday,1,Winter,11.9,Medium,1,1.3
Bedford-Stuyvesant,Midtown,12,Wednesday,0,Summer,0.89,Low,1,1.0
East Harlem,Inwood,1,Wednesday,0,Summer,1.67,Low,2,1.0
Kensington,Upper West Side,9,Saturday,1,Winter,2.2,High,4,1.8
Bedford-Stuyvesant,Murray Hill,9,Wednesday,0,Summer,3.87,High,6,1.8
Upper West Side,Fort Greene,16,Thursday,0,Summer,6.4,Medium,1,1.3
Fort Greene,Bedford-Stuyvesant,17,Friday,0,Spring,1.67,High,1,1.8
East Harlem,Harlem,16,Monday,0,Winter,2.22,Medium,1,1.3
Harlem,Harlem,12,Friday,0,Summer,2.22,Low,1,1.0
West Village,West Village,13,Saturday,1,Spring,2.21,Low,1,1.0
Bedford-Stuyvesant,Chinatown,12,Thursday,0,Summer,2.07,Low,1,1.0
Upper West Side,South Slope,8,Sunday,1,Winter,1.14,High,2,1.8
Clinton Hill,Upper West Side,15,Saturday,1,Winter,2.06,Low,1,1.0
East Harlem,Midtown,4,Sunday,1,Spring,0.58,Low,1,1.0
Midtown,Upper West Side,10,Tuesday,0,Winter,1.02,Medium,1,1.3
West Village,Harlem,8,Tuesday,0,Winter,2.01,High,1,1.8
East Harlem,East Harlem,9,Saturday,1,Winter,0.28,High,6,1.8
Midtown,Clinton Hill,17,Friday,0,Spring,1.99,High,1,1.8
West Village,Harlem,16,Wednesday,0,Winter,3.35,Medium,1,1.3
Midtown,Midtown,19,Thursday,0,Winter,0.1,High,1,1.8
Harlem,Upper West Side,15,Monday,0,Winter,5.53,Low,1,1.0
Bedford-Stuyvesant,Kensington,22,Monday,0,Spring,13.95,Low,1,1.0
Upper West Side,Harlem,15,Wednesday,0,Summer,1.3,Low,1,1.0
East Harlem,Kensington,23,Saturday,1,Winter,1.49,Low,1,1.0
Inwood,Kensington,17,Wednesday,0,Spring,18.45,High,1,1.8
Harlem,Hell's Kitchen,16,Monday,0,Spring,3.3,Medium,3,1.3
Bedford-Stuyvesant,Harlem,18,Thursday,0,Winter,1.17,High,1,1.8
Inwood,Upper West Side,21,Wednesday,0,Spring,2.68,Low,1,1.0
Brighton Beach,Arverne,10,Sunday,1,Spring,5.09,Medium,5,1.3
Chinatown,Hell's Kitchen,8,Tuesday,0,Spring,7.64,High,2,1.8
Upper West Side,East Harlem,17,Wednesday,0,Spring,2.25,High,1,1.8
Harlem,East Harlem,23,Thursday,0,Winter,12.67,Low,1,1.0
West Village,Murray Hill,6,Friday,0,Spring,1.98,Low,1,1.0
Clinton Hill,East Harlem,21,Sunday,1,Spring,1.13,Low,2,1.0
Arverne,Oakwood,16,Sunday,1,Winter,11.64,Medium,5,1.3
Chinatown,Upper West Side,17,Sunday,1,Spring,0.93,High,2,1.8
Upper West Side,Inwood,12,Wednesday,0,Spring,4.02,Low,1,1.0
West Village,Williamsburg,21,Thursday,0,Winter,2.82,Low,1,1.0
Chinatown,East Harlem,20,Saturday,1,Winter,2.28,Medium,1,1.3
Hell's Kitchen,Upper West Side,14,Thursday,0,Winter,2.54,Low,1,1.0
Kensington,Upper West Side,16,Wednesday,0,Spring,4.3,Medium,3,1.3
Chelsea,South Slope,17,Monday,0,Summer,3.31,High,1,1.8
Hell's Kitchen,Bedford-Stuyvesant,0,Sunday,1,Spring,6.59,Low,1,1.0
Hell's Kitchen,Upper West Side,21,Sunday,1,Summer,1.96,Low,1,1.0
Upper West Side,Murray Hill,14,Saturday,1,Summer,2.57,Low,3,1.0
East Village,Bedford-Stuyvesant,23,Saturday,1,Spring,1.47,Low,1,1.0
Bedford-Stuyvesant,Harlem,23,Thursday,0,Spring,0.73,Low,1,1.0
Arverne,Arrochar,10,Monday,0,Winter,2.36,Medium,1,1.3
Upper West Side,Harlem,5,Tuesday,0,Spring,1.26,Low,2,1.0
South Slope,Harlem,16,Friday,0,Spring,2.44,Medium,2,1.3
Upper West Side,East Harlem,17,Thursday,0,Spring,3.01,High,1,1.8
Upper West Side,Harlem,17,Sunday,1,Summer,2.71,High,1,1.8
Upper West Side,Midtown,17,Monday,0,Spring,1.82,High,1,1.8
West Village,Upper West Side,23,Monday,0,Spring,5.12,Low,2,1.0
East Harlem,Harlem,19,Wednesday,0,Winter,1.73,High,1,1.8
Chinatown,East Harlem,19,Saturday,1,Summer,1.35,High,1,1.8
Upper West Side,Harlem,17,Wednesday,0,Spring,3.54,High,1,1.8
Harlem,East Harlem,6,Tuesday,0,Spring,2.51,Low,1,1.0
Murray Hill,Upper West Side,17,Wednesday,0,Spring,1.24,High,1,1.8
Arden Heights,Midwood,20,Friday,0,Winter,12.22,Medium,1,1.3
Upper West Side,Murray Hill,6,Monday,0,Summer,3.67,Low,1,1.0
Upper West Side,Williamsburg,4,Saturday,1,Spring,1.11,Low,1,1.0
Midtown,Greenpoint,19,Sunday,1,Spring,2.47,High,1,1.8
Great Kills,South Beach,21,Sunday,1,Spring,13.59,Low,1,1.0
Park Slope,South Slope,2,Sunday,1,Spring,5.39,Low,1,1.0
East Harlem,Hell's Kitchen,18,Tuesday,0,Spring,2.1,High,1,1.8
South Slope,South Slope,15,Saturday,1,Spring,2.15,Low,1,1.0
Williamsburg,Crown Heights,20,Monday,0,Winter,0.76,Medium,1,1.3
Harlem,East Harlem,17,Sunday,1,Winter,2.91,High,1,1.8
East Harlem,Harlem,19,Sunday,1,Spring,2.04,High,1,1.8
East Harlem,Upper West Side,15,Saturday,1,Winter,2.93,Low,1,1.0
Upper West Side,East Harlem,0,Friday,0,Winter,2.02,Low,1,1.0
Great Kills,New Dorp Beach,22,Friday,0,Winter,0.48,Low,1,1.0
East Harlem,Greenpoint,1,Sunday,1,Spring,5.38,Low,1,1.0
Upper West Side,Park Slope,17,Saturday,1,Spring,5.21,High,1,1.8
Oakwood,New Springville,16,Friday,0,Spring,16.0,Medium,2,1.3
East Harlem,Clinton Hill,11,Saturday,1,Winter,0.84,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,21,Tuesday,0,Spring,1.02,Low,1,1.0
Arden Heights,Sheepshead Bay,19,Sunday,1,Spring,11.38,High,1,1.8
Harlem,Inwood,17,Tuesday,0,Spring,1.11,High,2,1.8
Harlem,Kensington,22,Tuesday,0,Winter,1.11,Low,1,1.0
Upper West Side,East Harlem,3,Wednesday,0,Winter,7.0,Low,1,1.0
Greenpoint,Murray Hill,23,Monday,0,Summer,8.35,Low,1,1.0
Arden Heights,Bay Ridge,14,Thursday,0,Winter,13.47,Low,1,1.0
Upper West Side,Kensington,23,Sunday,1,Winter,2.16,Low,1,1.0
Williamsburg,Upper West Side,18,Tuesday,0,Spring,4.43,High,1,1.8
Bedford-Stuyvesant,Upper West Side,16,Wednesday,0,Winter,2.47,Medium,3,1.3
West Village,Fort Greene,9,Saturday,1,Winter,2.81,High,3,1.8
Flatbush,Upper West Side,0,Friday,0,Spring,5.71,Low,1,1.0
Bedford-Stuyvesant,Crown Heights,22,Wednesday,0,Spring,5.16,Low,1,1.0
Bensonhurst,Flatlands,14,Thursday,0,Spring,2.14,Low,1,1.0
Clinton Hill,Hell's Kitchen,22,Sunday,1,Spring,5.41,Low,1,1.0
Fort Greene,Greenpoint,17,Tuesday,0,Spring,2.81,High,3,1.8
Rockaway Beach,Sheepshead Bay,17,Sunday,1,Winter,0.64,High,1,1.8
Clinton Hill,Kensington,6,Friday,0,Summer,1.7,Low,1,1.0
East Harlem,Upper West Side,15,Thursday,0,Spring,5.17,Low,1,1.0
Bedford-Stuyvesant,Fort Greene,19,Monday,0,Spring,7.58,High,2,1.8
Tottenville,Tottenville,23,Tuesday,0,Winter,26.17,Low,5,1.0
Crown Heights,Upper West Side,20,Friday,0,Spring,11.0,Medium,1,1.3
East Harlem,Harlem,19,Sunday,1,Summer,1.61,High,1,1.8
East Harlem,Murray Hill,12,Tuesday,0,Summer,1.23,Low,1,1.0
Midwood,Arverne,15,Sunday,1,Spring,3.43,Low,2,1.0
Crown Heights,Harlem,11,Saturday,1,Spring,4.43,Low,2,1.0
Fort Greene,West Village,19,Saturday,1,Spring,0.78,High,2,1.8
Bedford-Stuyvesant,East Harlem,16,Saturday,1,Summer,0.01,Medium,1,1.3
Great Kills,Dyker Heights,14,Friday,0,Summer,13.48,Low,1,1.0
Crown Heights,Harlem,13,Thursday,0,Summer,4.35,Low,1,1.0
East Harlem,Upper West Side,10,Tuesday,0,Spring,3.15,Medium,1,1.3
Bedford-Stuyvesant,East Harlem,15,Wednesday,0,Winter,2.07,Low,4,1.0
Harlem,Kensington,15,Sunday,1,Winter,6.71,Low,1,1.0
Bedford-Stuyvesant,Chinatown,17,Thursday,0,Winter,1.42,High,1,1.8
Murray Hill,Park Slope,23,Wednesday,0,Summer,6.91,Low,1,1.0
Crown Heights,Harlem,13,Saturday,1,Spring,8.38,Low,1,1.0
Murray Hill,Harlem,20,Wednesday,0,Spring,2.18,Medium,6,1.3
Arverne,Bensonhurst,20,Sunday,1,Winter,2.13,Medium,1,1.3
Williamsburg,Harlem,6,Saturday,1,Spring,2.33,Low,1,1.0
Bedford-Stuyvesant,Clinton Hill,10,Tuesday,0,Spring,1.41,Medium,1,1.3
East Harlem,Bedford-Stuyvesant,0,Saturday,1,Summer,3.29,Low,1,1.0
Bedford-Stuyvesant,Park Slope,20,Monday,0,Spring,1.23,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,1,Saturday,1,Summer,7.98,Low,2,1.0
West Village,East Harlem,19,Sunday,1,Spring,1.86,High,1,1.8
Midtown,Upper West Side,13,Monday,0,Summer,1.35,Low,1,1.0
Hell's Kitchen,East Harlem,1,Wednesday,0,Summer,0.95,Low,1,1.0
Crown Heights,Harlem,3,Saturday,1,Summer,1.83,Low,5,1.0
Bedford-Stuyvesant,Clinton Hill,13,Thursday,0,Spring,1.71,Low,6,1.0
Upper West Side,East Village,14,Thursday,0,Spring,0.81,Low,3,1.0
South Slope,East Harlem,18,Saturday,1,Winter,0.99,High,5,1.8
Crown Heights,East Harlem,19,Thursday,0,Winter,1.77,High,1,1.8
Bedford-Stuyvesant,Upper West Side,23,Saturday,1,Spring,3.76,Low,1,1.0
South Slope,Crown Heights,8,Wednesday,0,Summer,3.39,High,1,1.8
Kensington,Bedford-Stuyvesant,14,Saturday,1,Spring,1.48,Low,1,1.0
Tottenville,Huguenot,10,Friday,0,Spring,25.53,Medium,2,1.3
Clinton Hill,South Slope,13,Friday,0,Spring,2.16,Low,1,1.0
Fort Greene,Harlem,8,Thursday,0,Winter,1.44,High,1,1.8
Hell's Kitchen,East Harlem,14,Saturday,1,Summer,0.86,Low,5,1.0
Harlem,Harlem,22,Monday,0,Spring,2.04,Low,1,1.0
Fort Greene,Fort Greene,12,Sunday,1,Winter,2.4,Low,1,1.0
Harlem,Upper West Side,17,Friday,0,Winter,4.51,High,1,1.8
East Harlem,Williamsburg,21,Thursday,0,Spring,0.78,Low,1,1.0
Upper West Side,Midtown,20,Saturday,1,Summer,0.91,Medium,1,1.3
Harlem,Harlem,9,Friday,0,Spring,0.64,High,1,1.8
Graniteville,Silver Lake,9,Tuesday,0,Summer,1.84,High,1,1.8
Murray Hill,Clinton Hill,18,Monday,0,Winter,1.06,High,1,1.8
Williamsburg,East Harlem,10,Monday,0,Spring,2.14,Medium,1,1.3
Upper West Side,Harlem,9,Tuesday,0,Spring,2.55,High,2,1.8
Harlem,South Slope,19,Tuesday,0,Spring,3.89,High,1,1.8
Far Rockaway,Bay Ridge,18,Sunday,1,Spring,5.51,High,1,1.8
Midwood,Midwood,7,Thursday,0,Summer,4.5,Medium,1,1.3
South Slope,Kensington,1,Friday,0,Winter,1.12,Low,5,1.0
Upper West Side,Bedford-Stuyvesant,12,Tuesday,0,Summer,4.89,Low,1,1.0
East Harlem,East Harlem,11,Monday,0,Spring,1.48,Low,1,1.0
Bedford-Stuyvesant,West Village,16,Tuesday,0,Spring,1.24,Medium,1,1.3
Harlem,Harlem,17,Friday,0,Spring,2.02,High,3,1.8
Hell's Kitchen,Crown Heights,12,Wednesday,0,Spring,1.67,Low,1,1.0
Upper West Side,Midtown,15,Friday,0,Winter,2.45,Low,2,1.0
Tottenville,Great Kills,15,Saturday,1,Spring,13.84,Low,1,1.0
Bedford-Stuyvesant,East Harlem,18,Friday,0,Summer,3.86,High,4,1.8
Williamsburg,Bedford-Stuyvesant,9,Monday,0,Spring,1.3,High,1,1.8
Upper West Side,Hell's Kitchen,9,Friday,0,Winter,1.5,High,2,1.8
Bedford-Stuyvesant,Upper West Side,23,Sunday,1,Spring,1.46,Low,1,1.0
Crown Heights,West Village,14,Sunday,1,Spring,1.49,Low,1,1.0
Williamsburg,Kensington,22,Monday,0,Winter,7.01,Low,1,1.0
Tottenville,Prince's Bay,13,Sunday,1,Summer,25.75,Low,5,1.0
Harlem,Clinton Hill,9,Tuesday,0,Spring,4.66,High,1,1.8
Bedford-Stuyvesant,Harlem,21,Friday,0,Spring,6.61,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,7,Friday,0,Winter,9.5,Medium,1,1.3
Upper West Side,Crown Heights,13,Sunday,1,Spring,1.86,Low,1,1.0
South Slope,East Harlem,14,Sunday,1,Spring,4.12,Low,1,1.0
Hell's Kitchen,Bedford-Stuyvesant,9,Wednesday,0,Winter,1.76,High,6,1.8
Bedford-Stuyvesant,Harlem,20,Wednesday,0,Spring,3.59,Medium,1,1.3
Midwood,Coney Island,23,Tuesday,0,Spring,14.52,Low,1,1.0
Harlem,South Slope,15,Tuesday,0,Spring,0.84,Low,4,1.0
East Harlem,Williamsburg,20,Monday,0,Winter,3.05,Medium,1,1.3
Upper West Side,Bedford-Stuyvesant,7,Thursday,0,Winter,0.59,Medium,1,1.3
Hell's Kitchen,Midtown,8,Tuesday,0,Summer,5.76,High,5,1.8
Fort Greene,Hell's Kitchen,18,Friday,0,Summer,0.87,High,2,1.8
Williamsburg,Clinton Hill,16,Wednesday,0,Winter,2.23,Medium,1,1.3
Kensington,Upper West Side,6,Thursday,0,Spring,8.03,Low,1,1.0
Upper West Side,Upper West Side,16,Sunday,1,Spring,4.25,Medium,1,1.3
Tottenville,Woodrow,13,Monday,0,Winter,15.06,Low,1,1.0
Midtown,Hell's Kitchen,17,Monday,0,Winter,1.3,High,5,1.8
Prince's Bay,Prince's Bay,0,Friday,0,Summer,23.71,Low,1,1.0
Crown Heights,Bedford-Stuyvesant,1,Tuesday,0,Spring,4.82,Low,1,1.0
Hell's Kitchen,Kensington,22,Tuesday,0,Spring,1.43,Low,1,1.0
Midtown,Harlem,9,Wednesday,0,Winter,5.02,High,1,1.8
West Village,East Harlem,18,Friday,0,Winter,3.05,High,1,1.8
"Bay Terrace, Staten Island",Fort Hamilton,12,Wednesday,0,Summer,12.87,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,5,Thursday,0,Spring,3.63,Low,1,1.0
Upper West Side,Upper West Side,16,Friday,0,Winter,1.04,Medium,1,1.3
Upper West Side,Bedford-Stuyvesant,17,Sunday,1,Winter,1.1,High,1,1.8
Inwood,Murray Hill,18,Thursday,0,Winter,1.37,High,1,1.8
Williamsburg,West Village,11,Saturday,1,Spring,1.47,Low,2,1.0
East Harlem,Upper West Side,16,Sunday,1,Winter,1.98,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,1,Thursday,0,Summer,10.3,Low,2,1.0
Upper West Side,Upper West Side,18,Wednesday,0,Winter,2.41,High,1,1.8
Upper West Side,Park Slope,14,Thursday,0,Winter,4.11,Low,1,1.0
Tottenville,Huguenot,23,Tuesday,0,Winter,24.62,Low,6,1.0
Upper West Side,Upper West Side,22,Friday,0,Spring,5.74,Low,5,1.0
Midwood,Bensonhurst,6,Friday,0,Winter,1.89,Low,1,1.0
Bensonhurst,Borough Park,16,Monday,0,Spring,4.86,Medium,1,1.3
Clinton Hill,Park Slope,8,Thursday,0,Summer,3.32,High,1,1.8
South Slope,West Village,19,Thursday,0,Winter,2.54,High,1,1.8
South Slope,Bedford-Stuyvesant,16,Sunday,1,Spring,2.98,Medium,1,1.3
Williamsburg,Murray Hill,19,Saturday,1,Spring,1.34,High,1,1.8
East Harlem,Bedford-Stuyvesant,16,Monday,0,Winter,3.68,Medium,1,1.3
East Harlem,Clinton Hill,11,Monday,0,Winter,1.86,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,18,Sunday,1,Winter,0.73,High,1,1.8
Concord,Clifton,7,Monday,0,Spring,1.07,Medium,1,1.3
Kensington,Park Slope,22,Tuesday,0,Spring,1.85,Low,1,1.0
Hell's Kitchen,Bedford-Stuyvesant,19,Wednesday,0,Summer,1.8,High,1,1.8
Crown Heights,West Village,16,Saturday,1,Spring,1.64,Medium,5,1.3
Upper West Side,East Harlem,7,Friday,0,Winter,4.89,Medium,2,1.3
Kensington,Harlem,17,Saturday,1,Winter,2.23,High,1,1.8
Bedford-Stuyvesant,Harlem,0,Friday,0,Winter,6.11,Low,3,1.0
Bedford-Stuyvesant,Upper West Side,20,Friday,0,Spring,1.9,Medium,2,1.3
Park Slope,Upper West Side,18,Monday,0,Spring,0.29,High,1,1.8
East Harlem,Harlem,20,Wednesday,0,Spring,3.36,Medium,1,1.3
Harlem,Harlem,14,Friday,0,Spring,2.23,Low,1,1.0
Greenpoint,Hell's Kitchen,20,Thursday,0,Summer,3.34,Medium,1,1.3
Fort Greene,Park Slope,8,Tuesday,0,Spring,2.53,High,2,1.8
West Village,East Harlem,19,Friday,0,Summer,4.27,High,1,1.8
Fort Greene,Kensington,7,Monday,0,Spring,3.32,Medium,2,1.3
Bedford-Stuyvesant,Upper West Side,21,Saturday,1,Spring,2.39,Low,2,1.0
Fort Greene,Chinatown,10,Tuesday,0,Spring,2.88,Medium,1,1.3
Harlem,West Village,10,Tuesday,0,Spring,2.31,Medium,2,1.3
Clinton Hill,Kensington,23,Wednesday,0,Summer,0.96,Low,3,1.0
East Harlem,Harlem,22,Thursday,0,Winter,14.54,Low,1,1.0
Harlem,East Harlem,19,Sunday,1,Spring,5.07,High,6,1.8
Midtown,Harlem,0,Wednesday,0,Summer,1.76,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,17,Sunday,1,Spring,6.61,High,1,1.8
Clinton Hill,Harlem,22,Tuesday,0,Winter,0.53,Low,1,1.0
Tottenville,Tottenville,7,Saturday,1,Spring,27.3,Medium,2,1.3
Upper West Side,Bedford-Stuyvesant,21,Thursday,0,Spring,2.85,Low,1,1.0
Williamsburg,Chinatown,0,Thursday,0,Winter,8.36,Low,1,1.0
East Harlem,West Village,23,Wednesday,0,Spring,2.62,Low,1,1.0
Murray Hill,East Harlem,21,Friday,0,Spring,4.67,Low,1,1.0
West Village,East Harlem,18,Monday,0,Spring,2.43,High,4,1.8
East Harlem,Upper West Side,13,Sunday,1,Spring,2.93,Low,6,1.0
South Slope,Harlem,18,Thursday,0,Summer,2.85,High,2,1.8
Upper West Side,East Harlem,1,Wednesday,0,Spring,0.85,Low,2,1.0
Upper West Side,West Village,14,Saturday,1,Summer,1.55,Low,2,1.0
Upper West Side,Fort Greene,19,Friday,0,Spring,2.02,High,1,1.8
Bedford-Stuyvesant,West Village,20,Tuesday,0,Summer,6.75,Medium,1,1.3
Chelsea,West Village,14,Tuesday,0,Winter,0.57,Low,5,1.0
Harlem,South Slope,20,Tuesday,0,Winter,2.05,Medium,1,1.3
Upper West Side,Bedford-Stuyvesant,1,Thursday,0,Spring,0.81,Low,1,1.0
Upper West Side,Inwood,0,Saturday,1,Spring,1.44,Low,3,1.0
Chinatown,Chelsea,11,Tuesday,0,Spring,1.85,Low,1,1.0
Upper West Side,East Harlem,18,Sunday,1,Winter,2.74,High,1,1.8
Midtown,Harlem,12,Tuesday,0,Winter,0.82,Low,1,1.0
Prince's Bay,Prince's Bay,16,Sunday,1,Spring,22.38,Medium,1,1.3
Fort Greene,Inwood,18,Friday,0,Summer,2.41,High,1,1.8
Arden Heights,Castleton Corners,20,Tuesday,0,Spring,11.69,Medium,1,1.3
Bedford-Stuyvesant,Park Slope,12,Saturday,1,Spring,1.36,Low,1,1.0
East Harlem,Park Slope,15,Sunday,1,Spring,0.86,Low,2,1.0
Bensonhurst,Arverne,8,Tuesday,0,Spring,1.11,High,1,1.8
Gravesend,Flatbush,19,Thursday,0,Spring,4.2,High,5,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,7,Thursday,0,Spring,4.31,Medium,1,1.3
Inwood,Fort Greene,4,Saturday,1,Summer,8.71,Low,2,1.0
Fort Greene,Harlem,6,Tuesday,0,Spring,1.98,Low,1,1.0
Hell's Kitchen,Midtown,15,Monday,0,Summer,2.23,Low,1,1.0
East Harlem,Upper West Side,22,Wednesday,0,Summer,10.6,Low,1,1.0
South Slope,Hell's Kitchen,21,Wednesday,0,Summer,8.16,Low,1,1.0
Harlem,Upper West Side,23,Thursday,0,Winter,4.95,Low,2,1.0
Bedford-Stuyvesant,East Harlem,2,Wednesday,0,Spring,5.24,Low,1,1.0
Williamsburg,Upper West Side,23,Tuesday,0,Spring,8.23,Low,6,1.0
Kensington,Williamsburg,21,Thursday,0,Spring,3.89,Low,1,1.0
Hell's Kitchen,Bedford-Stuyvesant,6,Monday,0,Winter,4.95,Low,1,1.0
Tottenville,Arden Heights,21,Monday,0,Winter,24.92,Low,1,1.0
Harlem,Murray Hill,16,Saturday,1,Winter,4.81,Medium,1,1.3
Kensington,Bedford-Stuyvesant,16,Sunday,1,Winter,0.93,Medium,1,1.3
Park Slope,Harlem,11,Sunday,1,Spring,2.37,Low,4,1.0
Midtown,East Harlem,8,Monday,0,Winter,2.74,High,1,1.8
Harlem,Upper West Side,22,Wednesday,0,Spring,3.26,Low,1,1.0
East Village,Fort Greene,1,Friday,0,Winter,2.02,Low,1,1.0
Flatbush,Bedford-Stuyvesant,18,Sunday,1,Spring,3.32,High,1,1.8
South Slope,Chinatown,9,Friday,0,Winter,1.36,High,1,1.8
Midtown,Harlem,10,Wednesday,0,Winter,2.17,Medium,6,1.3
Upper West Side,Upper West Side,18,Monday,0,Spring,1.67,High,1,1.8
West Village,South Slope,17,Friday,0,Spring,0.99,High,1,1.8
Bedford-Stuyvesant,East Harlem,22,Thursday,0,Summer,1.75,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,15,Thursday,0,Winter,0.8,Low,1,1.0
East Harlem,Fort Greene,20,Wednesday,0,Spring,6.06,Medium,1,1.3
Upper West Side,Upper West Side,20,Monday,0,Spring,0.0,Medium,1,1.3
Upper West Side,Harlem,8,Thursday,0,Summer,2.42,High,1,1.8
East Harlem,Midtown,19,Friday,0,Spring,4.91,High,1,1.8
Inwood,East Harlem,21,Saturday,1,Spring,4.01,Low,1,1.0
Murray Hill,East Harlem,0,Thursday,0,Summer,5.92,Low,1,1.0
South Slope,Bedford-Stuyvesant,12,Sunday,1,Spring,3.73,Low,1,1.0
Harlem,Harlem,8,Sunday,1,Spring,1.56,High,1,1.8
Hell's Kitchen,Inwood,12,Thursday,0,Winter,1.07,Low,2,1.0
Harlem,East Harlem,2,Saturday,1,Spring,3.14,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,19,Friday,0,Spring,1.61,High,6,1.8
Upper West Side,Harlem,16,Friday,0,Spring,2.17,Medium,1,1.3
Harlem,Inwood,22,Saturday,1,Winter,1.92,Low,1,1.0
